method,base_blm,status,theta_min,theta_max,total_boundary_length,same_zone_boundary_length,candidate_boundary_length,aggregation_compactness,patch_count_8_neighbor,largest_patch_share_8_neighbor,total_conflict_cost,objective_value,target_min_achievement_ratio,target_achievement,baseline_overlap_share,solution_path
fixed_blm,0.0001,solved,0.2,1.0,173500.0,11373000.0,11546500.0,0.9849738015848959,62,0.9751067463706234,473966.0,1191.13,1.0,"{'Z2_UIZ': {'target_percent': 15, 'target_cells': 149, 'achieved_cells': 182, 'achievement_ratio': 1.221476510067114}, 'Z3_PSZ': {'target_percent': 15, 'target_cells': 185, 'achieved_cells': 194, 'achievement_ratio': 1.0486486486486486}, 'Z4_TZ': {'target_percent': 15, 'target_cells': 12, 'achieved_cells': 12, 'achievement_ratio': 1.0}, 'Z6_FZT': {'target_percent': 15, 'target_cells': 195, 'achieved_cells': 195, 'achievement_ratio': 1.0}}",,BLM_Calibration_real_macos_nonzero/fixed_blm_blm_0.0001.gpkg
sci_adaptive_blm,0.0001,solved,0.2,1.0,174000.0,11372500.0,11546500.0,0.9849304984194345,63,0.9751067463706234,474596.0,1190.94,1.0,"{'Z2_UIZ': {'target_percent': 15, 'target_cells': 149, 'achieved_cells': 182, 'achievement_ratio': 1.221476510067114}, 'Z3_PSZ': {'target_percent': 15, 'target_cells': 185, 'achieved_cells': 194, 'achievement_ratio': 1.0486486486486486}, 'Z4_TZ': {'target_percent': 15, 'target_cells': 12, 'achieved_cells': 12, 'achievement_ratio': 1.0}, 'Z6_FZT': {'target_percent': 15, 'target_cells': 195, 'achieved_cells': 195, 'achievement_ratio': 1.0}}",0.999871904355252,BLM_Calibration_real_macos_nonzero/sci_adaptive_blm_blm_0.0001.gpkg
